symbol,timeframe,fvg_date,signal_date,buy_price,sell_target,stop_loss,reward_risk,rsi_14,outcome,exit_date,exit_price,pnl_pct
GRASIM,1D,2026-02-04 18:30:00+00:00,2026-02-05 18:30:00+00:00,2863.9,2962.264285714286,2765.535714285714,1.0,57.34302785351363,TARGET,2026-02-11 18:30:00+00:00,2962.264285714286,3.4346271068921963
GRASIM,1D,2026-04-08 18:30:00+00:00,2026-04-17 18:30:00+00:00,2720.5,2834.6124999999997,2606.3875000000003,1.0,52.690031573616906,TARGET,2026-04-28 18:30:00+00:00,2834.6124999999997,4.194541444587374
GRASIM,1D,2026-05-07 18:30:00+00:00,2026-05-20 18:30:00+00:00,2971.1,3079.0339285714285,2863.1660714285713,1.0,65.5083800792288,TARGET,2026-05-21 18:30:00+00:00,3079.0339285714285,3.632793530053813
GRASIM,1D,2026-07-21 18:30:00+00:00,2026-08-03 18:30:00+00:00,3260.0,3431.1321428571428,3088.8678571428572,1.0,64.91056968049293,TIME_EXIT,2026-08-31 18:30:00+00:00,3371.0,3.404907975460114
GRASIM,1D,2026-08-10 18:30:00+00:00,2026-08-20 18:30:00+00:00,3300.0,3390.7749999999996,3209.2250000000004,1.0,58.59936551626812,OPEN,,,
